gender,faculty,age,has_scholarship,hours_studied_weekly,attendance_rate,previous_mark,exam_score
Male,Psychology,23,False,9.6,60.8,6.6,7.28
Female,Electrical Engineering,24,False,6.0,61.8,7.87,7.64
Female,Mathematics,18,True,15.1,58.1,7.82,9.2
Male,Mathematics,20,False,8.0,74.4,7.93,8.24
Female,Nuclear Sciences,19,False,2.6,71.8,8.16,7.54
Male,Mathematics,21,False,,68.5,6.45,5.86
Female,Electrical Engineering,18,False,16.3,78.1,6.16,8.32
Male,Mathematics,21,False,13.1,82.3,7.94,9.17
Female,Psychology,21,False,,54.7,6.81,7.42
Male,Mathematics,19,True,7.8,64.0,5.77,6.79
Male,Psychology,20,False,7.4,78.2,8.57,8.67
Male,Mathematics,19,False,4.6,65.3,9.03,8.32
Male,Computer Science,23,False,,62.0,9.21,8.86
Female,Mathematics,18,True,-0.6,80.2,7.71,7.21
Female,Computer Science,21,True,6.3,57.1,8.19,8.12
Male,Nuclear Sciences,19,False,8.4,67.0,9.01,8.91
Male,Nuclear Sciences,19,False,13.0,73.3,6.79,8.17
Female,Mathematics,19,False,9.8,64.3,8.72,8.86
Female,Electrical Engineering,18,False,14.0,77.8,7.8,9.12
Female,Mathematics,20,False,16.7,64.3,8.51,9.75
Male,Psychology,24,False,15.3,84.1,7.7,9.37
Male,Electrical Engineering,19,True,,68.7,8.93,9.78
Female,Nuclear Sciences,18,False,10.1,76.7,7.75,8.47
Male,Mathematics,21,True,5.1,77.5,5.87,6.72
Female,Electrical Engineering,23,False,13.7,63.7,9.1,9.7
Male,Mathematics,24,False,18.4,49.5,6.46,8.27
Female,Nuclear Sciences,22,False,11.7,73.6,8.88,9.44
Male,Computer Science,24,False,19.6,70.7,,9.53
Female,Psychology,24,False,2.4,75.6,8.79,8.02
Male,Psychology,18,False,4.2,67.7,8.75,8.11
Female,Psychology,22,True,14.3,65.7,7.97,9.34
Male,Computer Science,19,False,11.3,90.1,8.06,9.14
Female,Nuclear Sciences,19,True,16.6,55.3,7.96,9.47
Female,Computer Science,24,False,9.9,77.3,5.28,6.73
Female,Psychology,18,True,5.7,64.3,7.63,7.78
Female,Computer Science,22,True,8.9,66.6,6.27,7.36
Female,Mathematics,19,False,2.3,66.8,7.69,7.06
Female,Psychology,21,False,4.4,62.0,6.24,6.27
Male,Mathematics,20,False,14.9,75.7,6.2,8.09
Female,Computer Science,20,True,14.4,83.9,9.27,10.0
Male,Computer Science,19,False,11.8,74.7,8.68,9.34
Male,Mathematics,22,True,1.4,71.0,7.5,7.18
Male,Electrical Engineering,23,False,8.2,60.1,7.7,7.82
Male,Electrical Engineering,19,False,3.9,75.2,7.23,7.15
Female,Computer Science,23,False,15.9,91.6,8.13,9.91
Female,Mathematics,23,False,7.1,66.2,6.76,7.12
Female,Computer Science,22,False,4.6,66.2,8.59,8.03
Female,Computer Science,23,False,10.1,64.4,7.22,7.86
Male,Psychology,21,False,6.8,,7.04,7.25
Male,Psychology,22,False,17.4,42.5,7.52,8.72
Male,Computer Science,19,False,6.3,74.1,6.85,7.22
Male,Computer Science,24,True,3.0,61.5,7.86,7.48
Male,Computer Science,21,False,-0.8,53.9,6.91,5.8
Male,Electrical Engineering,18,False,9.8,77.5,8.02,8.63
Female,Nuclear Sciences,20,False,7.2,59.2,8.84,8.45
Female,Computer Science,19,True,2.9,66.6,,6.76
Female,Computer Science,19,True,15.9,84.7,7.36,9.53
Female,Electrical Engineering,19,False,13.3,55.9,8.01,8.72
Female,Nuclear Sciences,21,False,9.9,54.7,7.02,7.49
Male,Mathematics,18,True,16.8,72.7,8.01,9.88
Female,Computer Science,24,False,13.3,81.5,8.11,9.3
Female,Computer Science,22,False,5.9,54.3,8.69,8.05
Male,Psychology,18,False,4.8,74.1,6.83,6.98
Male,Mathematics,21,True,14.1,75.8,6.46,8.45
Female,Computer Science,19,True,12.0,49.4,,8.1
Male,Psychology,20,False,10.8,78.0,6.44,7.69
Female,Computer Science,19,True,5.8,78.8,,8.43
Female,Electrical Engineering,22,True,13.0,66.9,6.22,7.94
Male,Mathematics,23,False,6.2,82.5,10.07,9.63
Male,Computer Science,20,False,9.5,81.4,8.93,9.3
Male,Psychology,19,True,17.2,71.0,7.51,9.56
Male,Mathematics,24,True,6.7,65.5,8.45,8.53
Male,Nuclear Sciences,20,True,2.1,60.3,5.7,5.81
Female,Psychology,23,True,4.7,69.6,10.28,9.59
Male,Mathematics,18,False,15.0,75.7,6.85,8.56
Female,Electrical Engineering,21,False,11.3,66.8,7.37,8.19
Male,Mathematics,19,False,9.4,48.0,5.46,6.19
Female,Nuclear Sciences,22,False,7.5,82.7,8.03,8.4
Male,Mathematics,18,False,12.4,71.9,6.28,7.69
Male,Psychology,19,True,5.8,66.2,7.61,7.82
Female,Computer Science,18,False,11.5,78.6,6.9,8.13
Female,Mathematics,22,False,6.3,85.2,6.31,7.07
Male,Electrical Engineering,19,False,5.5,42.0,6.62,6.3
Female,Electrical Engineering,23,True,6.8,74.3,7.75,8.23
Male,Computer Science,23,False,8.1,55.7,6.09,6.59
Male,Computer Science,22,False,9.8,75.0,6.68,7.65
Male,Electrical Engineering,20,False,11.2,71.3,8.23,8.87
Male,Nuclear Sciences,22,True,-8.4,76.4,10.36,7.82
Female,Computer Science,20,False,6.0,65.0,8.03,7.82
Male,Mathematics,19,False,8.0,51.3,6.49,6.77
Male,Mathematics,20,False,,65.5,7.1,8.9
Female,Electrical Engineering,19,False,4.6,74.1,7.53,7.44
Female,Computer Science,19,True,10.8,80.2,7.12,8.51
Male,Computer Science,24,True,17.5,58.3,,10.0
Female,Electrical Engineering,21,False,3.4,80.3,7.74,7.53
Male,Computer Science,19,False,12.0,63.5,8.5,9.02
Female,Mathematics,20,True,6.0,73.6,7.15,7.68
Female,Mathematics,21,False,7.5,64.9,8.96,8.7
Female,Mathematics,21,False,6.0,71.8,7.32,7.46
Male,Mathematics,19,True,6.3,78.9,6.43,7.32
Male,Psychology,22,False,23.6,57.7,9.9,10.0
Male,Computer Science,22,False,14.2,63.2,5.49,7.24
